ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
0,1,0,0,386,35,11.02857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gregus utca,"
                1 room                            ",1,0,Brick Apartment,1,0,773,62,31,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,-1,-1,-1,-1,-1,"Located in a quiet street in the south of the railway station, in a tidy house, first floor apartment. It is a long-term publisher from 15 December.    
He was healed, 1.5 years ago. Parquet. The kitchen has A gas stove. Next to the ventricle. Large entrance hall from where the rooms are separated, with kitchen, bathroom, room.",Corvin negyed,"4, 6 trams, Metro 3 blue						","Eötvös Loránd Tudományegyetem - ELTE TÓFK ( 0.776 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 1.984 km )Semmelweis Egyetem - SE TSK ( 0.674 km )
",47.4990917,19.0217214,47.4990917,19.0217214,1123,12,728,143,10,145,143,78,48,70,11,16,198,267,13,11,380,1,21,1726
1,1,0,0,773,56,13.80357143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1546,31,93,"Empty, furnished as well",1,0,0,1,8,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,1,-1,-1,-1,"Newly built 1 bedroom apartment is for rent from January 2019 in the popular Corvin sétány.
From the balcony there is a nice view to the promenade.

At the moment it is unfurnished but can be rented with new units for 290000 huf rental fee as well.

Garage is for 20000 huf upon demand.

Available with 2 month's deposit and long term lease agreement",Széll Kálmán square,Metro 3 blue,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.174 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.378 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.378 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.378 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.179 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.751 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.596 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.596 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.158 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.558 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.401 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.401 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.464 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.698 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.683 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.698 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.698 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.832 km )Károli Gáspár Református Egyetem - KRE ( 1.160 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.930 km )Károli Gáspár Református Egyetem - KRE HTK ( 0.898 km )McDaniel College - MCDC ( 1.982 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.951 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.015 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.543 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 0.273 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.049 km )Semmelweis Egyetem - SE ( 0.679 km )Semmelweis Egyetem - SE ÁOK ( 0.679 km )Semmelweis Egyetem - SE EFK ( 1.116 km )Semmelweis Egyetem - SE FOK ( 0.679 km )Semmelweis Egyetem - SE GYTK ( 0.679 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.313 km )Szent István Egyetem - SZIE ÁOTK ( 1.931 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.931 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.709 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 0.370 km )

                    More
                    



",47.4859623,19.0762572,47.4859623,19.0762572,1082,8,1608,275,24,289,195,88,143,99,10,9,281,469,27,10,480,4,33,1965
2,1,0,0,464,53,8.754716981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bocskai utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,927,62,31,"Furnished, equipped",1,1,0,0,3,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,-1,-1,-1,1,"In the 4th district, close to Danube river, in Bocskai street, a 53 sqm, RENOVATED apartment with 2 room (Living room + bedroom) is waiting for a new tenant for LONG TERM (min 1 year).    
THE APARTMENT IS TOTALLY FURNISHED and EQUIPPED.   

Rental fee: 150,000 HUF / month    
Common costs: 10,000 HUF / month   
The overhead shall be PAID ON CONSUMPTION.   

The public transport is excellent - metroline M3, bus nr. 121, 196A The train and the long-distance bus station is very near to the apartment.    

Several supermarkets and shops are all around.    

With 2 month deposit and one month rental fee, the apatment can be moved in.    

Don't hesitate to call me, if you are interested!   
","Andrássy street, Oktogon","4, 6 trams","Károli Gáspár Református Egyetem - KRE ÁJK ( 1.341 km )
",47.5575498,19.0848108,47.5575498,19.0848108,1043,4,149,108,2,42,62,7,14,26,1,5,10,52,13,1,255,0,44,488
3,1,0,0,835,75,11.13333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vérhalom utca,"
                3 rooms                 + 1 half room            ",3,1,Brick Apartment,1,0,1669,22,201,"Partly furnished, equipped",0,1,1,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,Yes,-1,-1,-1,-1,"2. district, 75 sm flat, living-room with american kitchen (totally equipped), 2 and a half bedrooms, bathroom, separated WC, balcony, parking place in garage for 1 car, partly furnished, very good location, please call me if you want to see. ","Corvin negyed, Inside Nagykörút","4, 6 trams, Metro 1 historic line, Metro 3 blue, Metro 2 red						",,47.5201027,19.0288345,47.5201027,19.0288345,1025,2,697,143,10,147,151,58,46,64,16,14,255,301,11,16,450,3,23,1606
4,1,0,0,773,69,11.20289855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dessewffy utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1546,15,108,"Furnished, equipped",1,1,0,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,1,-1,"1 livingroom + 2 bedrooms     
LUXURY APARTMENT     
DOUBLE COMFORT (2 bathrooms, 2 toilets)    
newly renovated     
fully furnished and equipped (brand new)     
bright, sunny apartment     
available now",Near Danube,"4, 6 trams, 7 bus, Metro 3 blue, Metro 2 red, Matro 4						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.546 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.582 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.519 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.513 km )Baptista Teológiai Akadémia - BTA ( 1.530 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.653 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.653 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.326 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.914 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.394 km )Közép-Európai Egyetem - KEE ( 0.821 km )Károli Gáspár Református Egyetem - KRE ( 1.841 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.849 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.568 km )McDaniel College - MCDC ( 1.684 km )Magyar Képzőművészeti Egyetem - MKE ( 0.733 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.637 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.650 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.680 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.614 km )Semmelweis Egyetem - SE EFK ( 1.484 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.276 km )Szent István Egyetem - SZIE ÁOTK ( 1.557 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.460 km )Central European University - CEU ( 0.821 km )

                    More
                    



",47.5054421,19.0574559,47.5054421,19.0574559,1066,6,2027,276,33,366,252,140,141,110,23,20,411,673,20,23,438,7,34,2480
5,1,0,0,750,82,9.146341462999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,József körút,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1500,68,56,"Furnished, equipped",1,1,0,0,3,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,"1 livingroom + 2 bedrooms
2 bathrooms
fully furnished and equipped apartment
newly renovated flat
american kitchen
modern style
good public transportation, metro, tram, bus.
available now","Andrássy street, Blaha Lujza square, street opening from Nagykörút, Oktogon","4, 6 trams, 7 bus, Metro 2 red						","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.549 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.172 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.172 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.172 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.115 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.627 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.936 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.566 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.566 km )Budapesti Műszaki Főiskola - BMF BGK ( 0.473 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.524 km )Eötvös Loránd Tudományegyetem - ELTE ( 0.909 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 0.909 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.813 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.929 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.236 km )Közép-Európai Egyetem - KEE ( 1.885 km )Károli Gáspár Református Egyetem - KRE ( 0.762 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.492 km )Károli Gáspár Református Egyetem - KRE HTK ( 0.823 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.365 km )McDaniel College - MCDC ( 1.479 km )Magyar Képzőművészeti Egyetem - MKE ( 1.760 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.196 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.387 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.074 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 0.844 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.407 km )Semmelweis Egyetem - SE ( 0.593 km )Semmelweis Egyetem - SE ÁOK ( 0.593 km )Semmelweis Egyetem - SE EFK ( 0.381 km )Semmelweis Egyetem - SE FOK ( 0.593 km )Semmelweis Egyetem - SE GYTK ( 0.593 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.558 km )Szent István Egyetem - SZIE ÁOTK ( 1.388 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.381 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.840 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.020 km )Central European University - CEU ( 1.885 km )

                    More
                    



",47.4917504,19.0709015,47.4917504,19.0709015,1085,8,1864,302,30,335,204,110,142,110,15,13,323,541,23,15,495,5,38,2166
6,1,0,0,711,90,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Árpád fejedelem útja,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1422,117,37,"Furnished, equipped",1,1,0,0,5,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"From January!    
Near Kolossy Square there is a renovated, refurbished, high quality furnished apartment.        
Distribution: hall, restroom, kitchen, hall, living room, living room with bath        
The living room with bathtub room view to the Árpád fejedelem utja, the rest of the rooms view to the bright inner courtyard.        
Remote but individual measurement.        
Common cost: 15 000Ft.        
Price based on a minimum 12 months rental contract.        
Overhead costs based on your consumption.        
Caution:2 months        
","Andrássy street, street opening from Nagykörút, Nyugati square, Oktogon, Városliget","4, 6 trams, Metro 1 historic line, Metro 3 blue",,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,340,31,10.96774194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kerékgyártó utca,"
                1 room                            ",1,0,Brick Apartment,1,0,680,93,28,"Furnished, IKEA, KIKA",1,0,0,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,1,1,-1,"Bazilika, Deák square, Duna korzó, Near Danube, Jászai Mari square, Inside Nagykörút, Nyugati square","Metro 3 blue, Metro 2 red",,47.5236096,19.108164,47.5236096,19.108164,1147,14,201,109,5,47,91,16,14,33,4,15,26,54,18,4,318,0,41,480
8,1,0,0,556,50,11.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kárpát utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1113,93,-1,Furnished or unfurnished,1,0,0,0,7,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,-1,"Blaha Lujza square, Corvin negyed, street opening from Nagykörút","4, 6 trams, 7 bus, Metro 2 red, Matro 4","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.955 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.676 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.771 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.771 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.771 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.828 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.764 km )Budapesti Műszaki Főiskola - BMF BGK ( 0.461 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.167 km )Baptista Teológiai Akadémia - BTA ( 1.372 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.294 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.294 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.960 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.544 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.535 km )Közép-Európai Egyetem - KEE ( 1.515 km )Károli Gáspár Református Egyetem - KRE ( 1.329 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.174 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.598 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.547 km )McDaniel College - MCDC ( 0.878 km )Magyar Képzőművészeti Egyetem - MKE ( 0.864 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.707 km )Pázmány Péter Katolikus Egyetem - PPKE ( 0.942 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.421 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.615 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.919 km )Semmelweis Egyetem - SE ( 1.432 km )Semmelweis Egyetem - SE ÁOK ( 1.432 km )Semmelweis Egyetem - SE EFK ( 0.717 km )Semmelweis Egyetem - SE FOK ( 1.432 km )Semmelweis Egyetem - SE GYTK ( 1.432 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.546 km )Szent István Egyetem - SZIE ÁOTK ( 0.743 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.495 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.353 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.789 km )Central European University - CEU ( 1.515 km )

                    More
                    



",47.5197023,19.0538169,47.5197023,19.0538169,1133,13,1342,171,18,235,184,88,103,86,18,25,250,480,18,18,449,6,47,1668
9,1,0,0,665,62,10.72580645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barcsay utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1329,77,37,Luxury,1,1,0,0,1,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,"In annex VII, In Barcsay Street, a fully renovated 60 sqm, with 2 bedroom, family and child-friendly, 1. Floor (lift not) flat.                      

The property is individually furnished and mechanized!             

The kitchen has built-in kitchen furniture, stove, refrigerator and A steam extractor with dishwasher.                        
In the double bathroom with shower there are two-room washbasin, the WC is separate.                                                

Pet care in the apartment and smoking is forbidden!                        

Public utility fees are payable on the basis of monthly dictation and are equipped with individual meters.     

Common cost: 12.000 HUF 
For heating and hot water gas boiler. 
Overhead: consumption based, approx. 25.000 HUF

 Parking on the street is paid, or parking nearby is also rentable (BOSCOLO HOTEL). 

The apartment can be moved immediately with a 2-month deposit and the current monthly rental fee for a long term (min. 2 years).                        

If you are interested in call for confidence, even on weekends!

",Móricz Zsigmond square,"4, 6 trams, 47, 49 trams, 7 bus, Matro 4","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.670 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.192 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.203 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.313 km )Baptista Teológiai Akadémia - BTA ( 0.871 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.912 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.912 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.550 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.039 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 0.873 km )Közép-Európai Egyetem - KEE ( 1.457 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.942 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.459 km )McDaniel College - MCDC ( 1.092 km )Magyar Képzőművészeti Egyetem - MKE ( 0.058 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.549 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.713 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.992 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.683 km )Semmelweis Egyetem - SE EFK ( 1.498 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.290 km )Szent István Egyetem - SZIE ÁOTK ( 0.984 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.894 km )Central European University - CEU ( 1.457 km )

                    More
                    



",47.4997795,19.069523,47.4997795,19.069523,1073,7,1943,295,30,341,223,123,146,114,17,14,328,588,25,17,404,7,40,2155
10,1,0,0,1082,110,9.836363636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrássy út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2164,77,83,"Furnished, equipped",1,1,0,0,1.5,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,-1,1,-1,-1,"In the VI. district, in the neighborhood of HEROES SQUARE and VÁROSLIGET, on ANDRÁSSY AVENUE, on the mezzanine of a tidy brickhouse we offer a 110 sqm, completely renovated, bright, demanding, modern appartment with 3 rooms for rent.   
It&aposs fully furnished and equipped with household appliances. It has 2 bedroom, a livingroom, a kitchen with a diner, a spacy bathroom, a separated toilet and an entrance-hall. Both of the bedrooms has an own FRENCH BALCONY. The kitchen is equipped with an electric stove, an exhauster, a dishwasher, a washing machine, a fridge and a microwave oven. There is a JACUZZI and a shower in the granite tiled bathroom. The BUILT-IN WARDROBES in the kitchen and the hall is a perfect option for store. The windows and the balconies are looking to the green garden of the house, so in spite of it&aposs close to Heroes square the apartment is pretty calm.   
The heating is working with gas. The kitchen, the bathroom, the entrance hall and the toilet has FLOOR HEATING too. Parking is possible on the street and in the close-by garages.   
The traffic is perfect to every direction (M1, M3 metro, 1, 4, 6 tram, buses, electric buses). The OKTOGON, the NYUGATI RAILWAY STATION, the WESTEND CITY CENTER shopping mall, the LEHEL SQUARE, the VÁCI ROAD, the HUNGÁRIA BOULEVARD, the M3 HIGHWAY, the ZUGLÓ TRAIN STATION, the PUSKÁS FERENC STADIUM and the KELETI RAILWAY STATION can be reached within minutes. You can find everything around here, what you may need for the casual life.   

Common cost: 27 thousand HUF (It&aposs include water and sewage fee.)   
Overhead: According to the consumption. The apartment is equipped with unique meters.   

AVAILABLE IMMEDIATELY!   
PETS are allowed!   

Rental fee: 1 100 euro/month+overhead+deposit  
Contact: Vöő Gergely (Gregory)   
You can call me anytime! I speak english and french.   

The mediation is free for the lessee! ",Near Danube,Metro 2 red,,47.507102,19.0661169,47.507102,19.0661169,1064,6,1910,269,29,345,228,124,144,107,21,14,335,618,19,21,393,7,38,2100
11,1,0,0,773,66,11.71212121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garibaldi utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1546,62,71,"Furnished, equipped",1,1,0,0,3,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,1,1,-1,skyholdingatlan.alberlet.hu,"Bazilika, Nyugati square, Oktogon","4, 6 trams, Metro 3 blue						",,47.50497,19.047426,47.50497,19.047426,1054,5,1967,266,34,357,245,134,136,105,23,20,401,648,21,23,454,8,36,2438
12,1,0,0,386,33,11.6969697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fecske utca,"
                1 room                            ",1,0,Brick Apartment,1,0,773,46,22,"Furnished, equipped",1,1,0,0,5,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,1,-1,-1,skyholdingatlan.alberlet.hu,"Near Danube, Móricz Zsigmond square","4, 6 trams, 47, 49 trams, 7 bus, Matro 4",,47.493088,19.0760875,47.493088,19.0760875,1084,8,1800,303,29,313,205,95,138,118,16,10,308,503,22,16,458,5,36,1952
13,1,0,0,439,40,10.975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Karinthy Frigyes út,"
                1 room                            ",1,0,Brick Apartment,1,0,927,62,37,"Furnished, equipped",1,1,0,0,5,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,-1,-1,1,-1,1, ,"Fővám tér, Kálvin square","47, 49 trams, Metro 3 blue, Matro 4						",,47.476447,19.052091,47.476447,19.052091,1111,11,1155,267,19,219,153,87,92,95,9,8,247,433,15,9,544,4,34,2171
14,1,0,0,510,51,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Kassák Lajos utca,"
                2 rooms                            ",2,0,Block Apartment,0,1,1530,62,28,"Empty, equipped",0,1,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,Széll Kálmán square,Metro 2 red,,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,510,42,12.14285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drégely utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1020,62,25,"Empty, equipped",0,1,0,1,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,"Near Danube, Pedestrian street, Váci street","4, 6 trams, Metro 2 red						",,47.4770735,19.0758584,47.4770735,19.0758584,1096,9,1007,232,17,184,156,49,94,82,8,5,238,333,13,8,448,2,23,1739
16,1,0,0,464,38,12.21052632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liliom utca,"
                1 room                            ",1,0,Brick Apartment,1,0,927,62,28,"Partly furnished, equipped",0,1,1,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,Széll Kálmán square,"47, 49 trams, Metro 3 blue, Matro 4						",,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
