Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
5670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,2833.333333, Böszörményi út,60,2,-1,1,street view,0,0,1,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,6,less than 3 m,central heating,0,0,0,0,1,no,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,6 sqm,no loft conversion, Villamos   59   59A   59B    Busz   102   105   212    Éjszakai   990   ,47.494465,19.018597,47.494465,19.018597,1126,12,59,23,1,16,28,6,7,10,1,2,37,22,8,47,0,2,142
5671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,4000, Pacsirtamező utca,30,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   17   19   41    Hév   H5    Busz   9   29   109   111   H5    Éjszakai   960   923   934   ,47.53536,19.03997,47.53536,19.03997,1036,3,82,23,1,14,12,3,9,13,1,1,56,27,2,97,0,4,286
5672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,3608.695652, Lónyay utca,69,3,-1,1,street view,0,0,1,available,1,-1,-1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,luxury,0,0,1,not specified,1,not specified,not specified,combination boiler,0,0,1,0,0,not specified,together,0,1,West,0,0,0,1,0,0,0,0,not specified,-1,no loft conversion, Villamos   2    Busz   15   115    Éjszakai   979   979A    Troli   83   ,47.4846,19.06293,47.4846,19.06293,1093,9,348,68,9,61,41,18,15,16,2,2,108,121,1,65,0,7,500
5673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,5400, Logodi utca,25,ground floor,-1,1,garden view,1,0,0,not available,0,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,not specified,central heating,0,0,0,0,1,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,no,4 sqm,not specified, Villamos   17   56   56A   59   59A   59B   61    Metró   M2    Busz   140A   21   39   102   139   140   142   21A   5   16   116   16A    Éjszakai   960   990   956   916   ,47.50182,19.02877,47.50182,19.02877,1012,1,188,32,3,35,36,28,8,18,6,4,87,64,7,81,0,2,416
5674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,3166.666667, Bokréta utca 5,90,2,-1,1,garden view,1,0,0,available,1,available,1,3 room,3,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,not specified,1,5,not specified,combination boiler,0,0,1,0,0,yes,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,yes,10 sqm,no loft conversion, Villamos   24G   37   37A   4   51   51A   6    Busz   281    Éjszakai   923   ,47.47964,19.073418,47.47964,19.073418,1094,9,163,48,1,28,33,5,9,13,3,2,33,34,3,40,0,3,153
5675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,4750, Zichy Jenő utca,80,ground floor,-1,-1,street view,0,0,1,available,1,-1,-1,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,luxury,0,0,1,not specified,1,not specified,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Metró   M1   M3    Busz   6   9   105    Éjszakai   914   914A   923   931   950   950A   979    Troli   70   72   73   78   ,47.50491,19.05763,47.50491,19.05763,1065,6,652,39,5,95,32,33,50,15,4,5,36,122,1,51,3,10,271
5676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,2076.923077, Harmat köz 7,65,1,-1,1,panoramic,0,1,0,not available,0,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,less than 3 m,central heating (metered),0,0,0,0,1,no,together,0,1,Southeast,0,0,0,0,0,0,0,1,yes,-1,no loft conversion, Villamos   3   28   28A   37   37A   62   62A    Busz   162   162A   85   161   161A   168E   185   262    Éjszakai   909   956   990   ,47.48935,19.1391,47.48935,19.1391,1105,10,9,9,0,0,8,0,3,2,2,2,0,0,1,34,0,1,23
5677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,3000, Retek utca,130,4,-1,-1,street view,0,0,1,available,1,-1,-1,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,0,not specified,3 m or more,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,2 sqm,no loft conversion, Villamos   4   6   17   56   56A   59   59A   59B   61    Metró   M2    Busz   5   6   16   21   22   39   91   102   116   128   129   139   140   140A   142   149   155   156   16A   21A   222   22A    Éjszakai   916   922   956   960   990   ,47.50852,19.02301,47.50852,19.02301,1024,2,143,18,1,28,34,14,16,7,2,4,60,61,0,93,1,1,405
5678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,2000, Rétköz utca,70,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   108E   139   153   154   154B   8E    Éjszakai   908   ,47.471245,19.000015,47.471245,19.000015,1118,11,8,18,1,9,7,1,2,4,0,0,0,14,1,175,0,2,381
5679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2941.176471, Szentendrei út 36.,51,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Hév   H5    Busz   9   34   106   109   111   118   134   H5    Éjszakai   918   923   934   ,47.54927,19.042442,47.54927,19.042442,1035,3,19,10,0,6,9,0,3,5,0,1,14,14,9,71,0,8,97
