,price_per_sqm,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
2167,6.625,2.0,3.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.073376,47.5027289,2167,1
2170,10.56097561,1.0,1.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0984951,47.5079799,2170,5
2178,10.60344828,1.0,2.0,1.0,1.0,0,0,0.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0634538,47.5033898,2178,5
2191,13.4,2.0,5.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0507628,47.5093913,2191,3
2235,10.05,2.0,4.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0391936,47.5294331,2235,4
2253,7.260869565,3.0,2.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0588295,47.5075564,2253,1
2265,9.0,2.0,2.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.03891164,47.53450417,2265,1
2269,13.6,1.0,1.0,1.0,1.0,0,0,0.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.0505745,47.5005547,2269,0
2272,7.148148148,2.0,3.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0985323,47.5203361,2272,1
2300,9.016666667,1.0,7.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.067659699999997,47.512227200000005,2300,7
2309,8.923076923,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0685177,47.50408770000001,2309,1
2312,12.72941176,3.0,4.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0542845,47.4887515,2312,3
2314,14.03076923,3.0,4.0,0.0,1.0,0,1,0.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1,19.051716,47.504846,2314,3
2315,11.76086957,2.0,3.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.052993,47.501212,2315,5
2331,22.08163265,3.0,2.0,0.0,1.0,0,1,0.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,1,19.052695,47.501509000000006,2331,2
2334,19.63063063,5.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,18.989874399999998,47.5200609,2334,6
2339,25.0,3.0,3.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0661169,47.507102,2339,2
2342,13.4,2.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.0516381,47.5015197,2342,0
2378,17.85714286,4.0,4.0,0.0,1.0,0,1,0.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,1,19.055004699999998,47.504760299999994,2378,6
2391,20.0,1.0,5.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.048190899999998,47.5106296,2391,8
2392,10.41666667,3.0,3.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,18.991644,47.519826,2392,4
2398,11.42857143,2.0,2.0,0.0,1.0,0,1,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.0679092,47.5057291,2398,5
2415,9.94047619,2.0,3.0,1.0,0.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0620926,47.50583820000001,2415,4
2418,10.0,5.0,3.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.055004699999998,47.504760299999994,2418,4
2435,8.0,2.0,2.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0599011,47.50793770000001,2435,1
2437,17.33333333,1.0,2.0,0.0,1.0,1,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.026195899999998,47.5234217,2437,6
2526,10.84415584,3.0,3.0,0.0,1.0,0,0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1,19.0576428,47.505835,2526,5
2533,26.31578947,3.0,5.0,0.0,1.0,1,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.055004699999998,47.504760299999994,2533,9
2535,25.0,4.0,1.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.026195899999998,47.5234217,2535,2
2540,9.24137931,2.0,1.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0515638,47.494310799999994,2540,1
2542,15.2,4.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0,19.0631565,47.502123,2542,3
2545,10.273972599999999,3.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.062977899999996,47.5039523,2545,5
2556,15.0,3.0,4.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.066652100000002,47.507463,2556,3
2557,17.1875,3.0,2.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.066652100000002,47.507463,2557,6
2558,12.52380952,1.0,5.0,1.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0535983,47.478402,2558,3
2564,9.862068966,2.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0623383,47.5056597,2564,5
2566,7.42,3.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0.0,1,19.028468,47.5062071,2566,1
2577,11.04285714,3.0,2.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0696604,47.477721100000004,2577,5
2597,8.8875,3.0,2.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0268679,47.5605927,2597,1
2598,12.67213115,2.0,3.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.065331699999998,47.484028,2598,0
2599,12.76595745,4.0,4.0,0.0,1.0,0,1,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.069556,47.5071722,2599,3
2610,22.72727273,4.0,2.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0256428,47.5225731,2610,2
2612,13.6,3.0,4.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0724119,47.5133126,2612,3
2613,12.90322581,3.0,4.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.047213,47.505485,2613,3
2622,14.65517241,2.0,4.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.057816,47.504032,2622,3
2638,11.66666667,2.0,5.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0494985,47.50859129999999,2638,3
2642,16.03703704,1.0,4.0,0.0,0.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0390232,47.4997876,2642,3
2650,9.872340426000001,2.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.074980800000002,47.4890155,2650,5
2656,21.60493827,4.0,3.0,0.0,1.0,0,1,0.0,1.0,1.0,0,0,0,0.0,1.0,1.0,0.0,1,19.0485182,47.5126408,2656,2
2660,8.235294117999999,4.0,4.0,0.0,1.0,0,1,0.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0,19.0564331,47.499897499999996,2660,4
2666,12.34567901,2.0,3.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0537727,47.491921999999995,2666,5
2667,18.05555556,3.0,3.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.058173800000002,47.5042001,2667,6
2669,10.47619048,2.0,4.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.051925699999998,47.4965285,2669,4
2674,14.63414634,3.0,4.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0597196,47.48943679999999,2674,3
2677,11.11111111,3.0,2.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.061746,47.494933,2677,5
2679,14.05454545,2.0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.021330399999997,47.522411600000005,2679,0
2680,14.66666667,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0.0,0,19.0123097,47.5174054,2680,0
2685,10.08695652,1.0,2.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0561267,47.5061295,2685,5
2687,12.5,3.0,2.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0030311,47.4936083,2687,0
2688,20.83333333,5.0,4.0,0.0,0.0,0,0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0,19.056897600000003,47.4901195,2688,2
2689,8.85,2.0,2.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0239522,47.5077091,2689,1
2710,12.20987654,2.0,3.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0537727,47.491921999999995,2710,5
2726,12.12121212,2.0,3.0,2.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0309734,47.5103461,2726,5
2728,11.07954545,3.0,4.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.063251899999997,47.506837299999994,2728,4
2736,9.275,2.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,1.0,0.0,1,19.0290812,47.506251299999995,2736,1
2741,15.46666667,1.0,1.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0801388,47.48598270000001,2741,0
2748,10.48484848,3.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.996559899999998,47.516878000000005,2748,4
2756,16.66666667,5.0,4.0,0.0,0.0,1,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.056897600000003,47.4901195,2756,6
2763,7.9428571429999995,2.0,2.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.055548,47.490021999999996,2763,1
2778,8.24,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.0597163,47.52149489999999,2778,4
2779,21.65,1.0,1.0,0.0,1.0,0,0,0.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.0658171,47.487597799999996,2779,2
2781,6.8666666670000005,2.0,2.0,0.0,1.0,0,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.058157100000003,47.5049735,2781,1
2786,13.525,3.0,1.0,0.0,1.0,0,1,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1,19.0665132,47.5088453,2786,0
2817,8.839285713999999,2.0,5.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.064305100000002,47.5362525,2817,4
2827,9.563636364,2.0,4.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.080969500000002,47.5056203,2827,4
2836,8.8875,2.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0590017,47.501308200000004,2836,1
2843,7.725,2.0,1.0,0.0,1.0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.067354100000003,47.5099203,2843,1
2852,9.563636364,2.0,4.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.080969500000002,47.5056203,2852,4
2853,22.896296300000003,3.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0537727,47.491921999999995,2853,2
2867,7.513513514,2.0,4.0,0.0,0.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0,0.0,1,19.0565292,47.4933848,2867,4
2870,21.64,2.0,3.0,1.0,1.0,0,0,0.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,1,19.052993,47.501212,2870,2
2881,6.896551724,3.0,3.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0654516,47.4923559,2881,1
2890,16.66666667,1.0,2.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0563456,47.50457279999999,2890,6
2903,8.620689655,3.0,3.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.9880917,47.5204193,2903,4
2905,10.47619048,1.0,4.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.051925699999998,47.4965285,2905,4
2906,17.74193548,2.0,7.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0664859,47.5076376,2906,8
2912,17.6,3.0,4.0,0.0,1.0,1,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.056897600000003,47.4901195,2912,6
2933,14.28571429,3.0,4.0,0.0,1.0,0,1,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.056897600000003,47.4901195,2933,3
2967,11.36764706,3.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.070632999999997,47.482636,2967,3
2969,20.1,1.0,1.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,19.046429999999997,47.50472,2969,6
2988,20.83333333,1.0,4.0,2.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.051322600000002,47.5185033,2988,2
2998,14.15929204,2.0,2.0,0.0,1.0,0,1,0.0,1.0,0.0,1,0,1,0.0,0.0,0.0,0.0,1,19.0537727,47.491921999999995,2998,0
3003,11.4,2.0,1.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0550124,47.5042726,3003,5
3009,6.619047619,2.0,1.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.080198499999998,47.495467700000006,3009,1
3024,12.72727273,4.0,3.0,0.0,1.0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0625172,47.4883904,3024,0
3026,10.18681319,2.0,2.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0531279,47.517309600000004,3026,5
3052,9.166666667000001,2.0,4.0,0.0,1.0,0,0,0.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0519335,47.4965519,3052,4
3055,22.04411765,2.0,3.0,1.0,1.0,0,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.065191100000003,47.484208,3055,2
3355,11.9047619,5.0,-1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.989625600000004,47.535463899999996,3355,5
3362,11.9047619,5.0,-1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.989625600000004,47.535463899999996,3362,5
3369,11.9047619,5.0,-1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.989625600000004,47.535463899999996,3369,5
3385,10.56744186,2.0,2.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.080605,47.492752,3385,5
3392,15.104000000000001,3.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.005016,47.5194,3392,0
3399,8.727272727,2.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.131363,47.489346000000005,3399,1
3410,10.0,2.0,0.5,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.993879999999997,47.48532,3410,5
3411,8.842105262999999,2.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.061726,47.506873999999996,3411,1
3412,7.2,2.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.110310000000002,47.518024,3412,1
3415,14.15384615,1.0,6.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.039347,47.45077,3415,3
3416,10.56603774,2.0,6.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06004,47.522575,3416,7
3417,12.21052632,1.0,5.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.074379999999998,47.492672,3417,3
3421,12.28571429,1.0,6.0,2.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.071592000000003,47.48955,3421,3
3425,9.4,2.0,1.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,18.999229999999997,47.4762,3425,1
3427,9.795918367,1.0,1.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.02877,47.50182,3427,5
3428,8.470588235,1.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.01533,47.47095,3428,1
3438,10.82352941,3.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.082079999999998,47.538097,3438,5
3441,10.47272727,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0745,47.48688,3441,4
3443,18.46914286,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.023384,47.517258,3443,6
3447,16.33061053,1.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.067818,47.54945,3447,6
3449,8.571428571,2.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.0486,47.47217,3449,1
3454,12.30769231,1.0,2.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.05305,47.51507,3454,5
3455,13.47368421,2.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.078844,47.472190000000005,3455,0
3456,9.818181818,2.0,4.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.127375,47.52952,3456,4
3457,7.868852459,2.0,2.0,0.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.080118,47.545757,3457,1
3463,24.84705882,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,19.059265,47.50071,3463,2
3464,10.76363636,2.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.48588,3464,7
3469,21.33333333,2.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.069292,47.549168,3469,2
3474,14.15384615,2.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.008776,47.57097,3474,0
3484,11.37777778,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.08015,47.47905,3484,5
3485,12.70588235,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.055946,47.488464,3485,3
3486,7.2,1.0,2.0,2.0,0.0,0,1,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.184809,47.40387,3486,1
3487,16.59259259,1.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.1044,47.50724,3487,6
3494,10.41860465,1.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.05659,47.51874,3494,7
3495,8.145454545,1.0,1.0,2.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.239128,47.48073,3495,1
3501,8.242424242,2.0,4.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.108520000000002,47.5833,3501,4
3502,8.0,1.0,1.0,2.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.11908,47.596940000000004,3502,1
3503,13.0,1.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.08193,47.532913,3503,0
3508,9.25,2.0,8.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.058937,47.522835,3508,7
3511,16.37209302,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07624,47.547756,3511,6
3516,11.35483871,2.0,1.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.022873,47.486206,3516,5
3518,10.83870968,2.0,2.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.030479999999997,47.47655,3518,5
3522,16.0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.007227,47.468754,3522,0
3524,10.47272727,2.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,18.985449,47.514706,3524,5
3530,8.727272727,1.0,2.0,2.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.090073,47.534290000000006,3530,1
3535,6.690909091,4.0,4.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.12283,47.531290000000006,3535,4
3542,10.18181818,2.0,2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.1202,47.519,3542,5
3544,12.25531915,1.0,4.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.05421,47.520416,3544,3
3547,12.48780488,1.0,1.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0745,47.48688,3547,5
3548,9.481481481,1.0,1.0,1.0,1.0,0,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.114729999999998,47.549694,3548,5
3553,7.854545455,3.0,4.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0554,47.516273,3553,4
3554,7.849056603999999,2.0,2.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.089693,47.540253,3554,1
3558,10.66666667,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.061913,47.56974,3558,5
3562,11.63636364,3.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.998207,47.52088,3562,5
3565,12.44444444,1.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.113798000000003,47.515724,3565,3
3566,13.0,2.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0714,47.53203,3566,3
3570,11.52,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.053068,47.515057,3570,3
3572,11.07692308,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.136263,47.507816,3572,5
3573,12.30769231,3.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.007996,47.468063,3573,5
3577,10.84745763,2.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.06454,47.48512,3577,4
3579,8.558139535,1.0,0.5,1.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,18.99876,47.49746,3579,1
3581,11.88571429,1.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.105871,47.49333,3581,5
3585,8.615384615,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.082603,47.5452,3585,1
3589,8.788732394,2.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0745,47.48191,3589,4
3592,8.0,1.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.141651,47.438858,3592,1
3595,21.6,3.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06694,47.547940000000004,3595,8
3597,9.309090909,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.00926,47.49355,3597,1
3599,12.0,1.0,4.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.04964,47.47347,3599,3
3601,9.6,2.0,0.5,0.0,0.0,0,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.016138,47.457896999999996,3601,5
3604,12.14814815,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.068742999999998,47.5458,3604,5
3606,13.298701300000001,2.0,4.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.007996,47.468063,3606,3
