Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
2601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000,2187.5, Bartók Béla út,128,2,-1,1,street view,0,0,1,not available,0,not available,0,3 + 1 half room,3,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,3,not specified,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   6   17   19   41   47   47B   48   49   56   56A   61    Metró   M4    Busz   6   33   114   133E   7   213   214    Éjszakai   907   908   940   941   972   973   ,47.48003,19.051895,47.48003,19.051895,1111,11,1483,294,24,267,176,94,124,98,9,8,273,491,17,9,592,5,41,2311
2602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646000,5617.391304, Veres Pálné utca,115,6,-1,-1,panoramic,0,1,0,available,1,available,1,3 room,3,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,not specified,1,6,not specified,electric,0,0,0,0,0,no,separate,1,0,Northwest,0,0,0,0,0,1,0,0,not specified,22 sqm,loft conversion, Villamos   47   48   49    Metró   M3   M4    Busz   108E   5   110   112   133E   7   15   115   178   8E    Éjszakai   973   956   908   907   ,47.49051,19.05684,47.49051,19.05684,1053,5,2008,329,34,364,227,122,145,126,18,15,360,616,21,18,540,5,39,2576
2603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,3518.518519, Nádorliget utca,54,1,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,7,less than 3 m,central heating (metered),0,0,0,0,1,not specified,separate,1,0,North,1,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   1   17   41   47   47B   48   56    Éjszakai   973   ,47.46824,19.04778,47.46824,19.04778,1117,11,564,161,10,116,106,25,52,53,7,2,140,248,11,7,536,3,29,1500
2604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2941.176471, Tarcali utca,51,ground floor,-1,1,garden view,1,0,0,not specified,-1,-1,-1,1 + 2 half room,1,2,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,combination boiler,0,0,1,0,0,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,6 sqm,not specified, Villamos   17   61    Busz   27   212    Éjszakai   960   ,47.48019,19.0333,47.48019,19.0333,1113,11,835,201,17,184,131,67,51,71,8,9,216,359,23,8,513,3,36,2073
2605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2027.027027, Ív utca 70,74,1,-1,1,garden view,1,0,0,not available,0,-1,-1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,3,not specified,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   71   ,47.428844,19.080074,47.428844,19.080074,1215,21,46,127,4,12,38,6,7,17,4,6,1,12,7,4,294,0,27,166
2606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,3250.0, Szalay utca,80,7,-1,1,street view,0,0,1,available,1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,3,3 m or more,central heating,0,0,0,0,1,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,4 sqm,not specified, Villamos   2    Busz   15   115    Troli   70   78   ,47.50877,19.04937,47.50877,19.04937,1055,5,1912,246,32,357,232,130,141,108,22,20,370,624,21,22,454,7,37,2251
2607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3658.536585, Gyáli út,41,3,-1,1,garden view,1,0,0,not available,0,available,1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,3,not specified,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,top floor in prefab condo, Villamos   3    Busz   181   281   ,47.462994,19.10713,47.462994,19.10713,1097,9,85,80,3,19,52,6,33,15,5,1,7,16,19,5,244,0,12,213
2608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211250,5416.666667, József nádor tér,39,2,-1,-1,street view,0,0,1,not available,0,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2   47   47B   48   49    Metró   M1   M2   M3    Busz   9   15   16   105   115    Éjszakai   914   914A   916   931   950   950A   979   990   ,47.4975,19.05086,47.4975,19.05086,1051,5,2205,293,35,399,271,151,147,120,21,22,452,725,21,21,524,7,39,2794
2609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290900,3062.105263, Ráday utca,95,1,-1,-1,street view,0,0,1,not available,0,-1,-1,3 room,3,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,0,not specified,3 m or more,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,Northwest,0,0,0,0,0,1,0,0,not specified,-1,no loft conversion, Villamos   2   4   6    Busz   6   15   115    Éjszakai   923   979   979A    Troli   83   ,47.48512,19.06454,47.48512,19.06454,1092,9,1780,287,28,315,212,102,160,105,9,8,299,519,22,9,551,5,34,2302
2610,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,3750.0, Váci út,32,2,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,2,3 m or more,natural gas (convector),1,0,0,0,0,not specified,together,0,1,Southwest,0,0,0,0,0,0,1,0,not specified,-1,not specified, Villamos   14    Metró   M3    Busz   14   15   115    Éjszakai   914   914A   950   950A    Troli   76   ,47.51685,19.059902,47.51685,19.059902,1132,13,1516,179,19,288,194,97,114,80,18,28,249,520,19,18,442,6,45,1608
