ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm(HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony (sqm),Attic,Attic: Loft conversion,Attic: Penthouse,Attic: Top floor,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
9018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,51,500000, Kaszásdűlő,8.0,-1,-1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,-1,10,not specified,district heating (metered),0,0,0,0,0,-1,not specified,-1,-1,East,0,0,1,0,0,0,0,0,-1,4.0,-1,0,0,0,-1,47.560837,19.03862,47.560837,19.03862,1033,3,37,14,1,6,9,3,8,9,0,0,8,19,13,0,165,0,14,231
9019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.79,79,771310, Angyalföld – Lőportárdűlő,3.0,-1,1,street view,0,0,1,available,1,available,1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,-1,7,less than 3 m,heat pump,0,0,0,0,0,-1,separate and together too,1,0,West,0,0,0,1,0,0,0,0,-1,10.0,-1,0,0,0,-1,47.52255,19.071003,47.52255,19.071003,1135,13,238,75,3,56,84,27,16,23,12,10,66,151,8,12,151,1,29,464
9020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,66,607688, Angyalföld,1.0,-1,1,not specified,0,0,0,available,1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,-1,-1,5,not specified,central heating (metered),0,0,0,0,1,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,9.52,-1,0,0,0,-1,47.538097,19.08208,47.538097,19.08208,1139,13,73,50,3,31,52,11,8,10,2,10,21,68,7,2,102,0,39,214
9021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9,73,505479, Őszike utca,4.0,-1,-1,not specified,0,0,0,not available,0,-1,-1,3 room,3,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,4,not specified,district heating (metered),0,0,0,0,0,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Busz   143   186   243   ,47.59925,19.04788,47.59925,19.04788,1039,3,47,40,4,10,25,2,5,13,1,0,4,13,3,1,113,0,10,164
9022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.09,87,728235, Angyalföld – Lőportárdűlő,2.0,-1,1,garden view,1,0,0,available,1,available,1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,-1,7,less than 3 m,heat pump,0,0,0,0,0,-1,separate and together too,1,0,Northeast,0,0,0,0,1,0,0,0,-1,13.0,-1,0,0,0,-1,47.52255,19.071003,47.52255,19.071003,1135,13,238,75,3,56,84,27,16,23,12,10,66,151,8,12,151,1,29,464
9023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,41,648837, Pázmány Péter utca 48,2.0,-1,1,garden view,1,0,0,not available,0,not available,0,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,4,less than 3 m,central heating (metered),0,0,0,0,1,0,separate,1,0,Southeast,0,0,0,0,0,0,0,1,0,4.0,no loft conversion,0,0,0, Busz   25   125   ,47.558735,19.110968,47.558735,19.110968,1153,15,63,66,1,24,42,2,6,21,3,5,5,8,1,3,86,0,26,315
9024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,56,391416, Lakatos-lakótelep,7.0,-1,-1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,8,not specified,district heating,0,0,0,0,0,-1,together,0,1,not specified,0,0,0,0,0,0,0,0,-1,4.5,-1,0,0,0,-1,47.45303300000001,19.173574,47.45303300000001,19.173574,1184,18,34,29,2,7,20,0,4,15,2,1,3,3,9,2,93,0,9,70
9025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.99,51,728377, Józsefváros – Losoncinegyed,3.0,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,AA++,-1,7,less than 3 m,central heating (metered),0,0,0,0,1,-1,separate,1,0,South,0,1,0,0,0,0,0,0,0,5.06,no loft conversion,0,0,0,-1,47.48583,19.08189,47.48583,19.08189,1083,8,525,168,9,98,118,24,48,46,6,3,171,149,12,6,192,1,13,647
9026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.96,92,706070, Angyalföld – Lőportárdűlő,2.0,-1,1,garden view,1,0,0,available,1,available,1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,-1,7,less than 3 m,heat pump,0,0,0,0,0,-1,separate and together too,1,0,Southwest,0,0,0,0,0,0,1,0,-1,17.0,-1,0,0,0,-1,47.52255,19.071003,47.52255,19.071003,1135,13,238,75,3,56,84,27,16,23,12,10,66,151,8,12,151,1,29,464
9027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,71,813333, Pusztaszeri út,0.0,-1,1,garden view,1,0,0,not specified,-1,not available,0,3 room,3,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,-1,2,less than 3 m,combination boiler,0,0,1,0,0,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,0,8.0,-1,0,0,0, Busz   11   91   111   291    Éjszakai   931   ,47.523518,19.020805,47.523518,19.020805,1025,2,168,58,1,45,53,7,12,21,2,4,68,45,3,2,167,1,9,499
