ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm(HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony (sqm),Attic,Attic: Loft conversion,Attic: Penthouse,Attic: Top floor,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
2093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0,120,1483333, Döbrentei utca,-1.0,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,not specified,0,0,0,0,0,-1,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   19   41   56   56A    Busz   108E   5   7   110   112   178   8E    Éjszakai   907   908   956   973   ,47.49225,19.04429,47.49225,19.04429,1013,1,142,13,5,45,9,18,9,11,0,2,27,58,3,0,40,0,3,320
2094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,44,736842, Karinthy Frigyes út 16.,7.0,-1,1,street view,0,0,1,available,1,available,1,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,7,less than 3 m,district heating (metered),0,0,0,0,0,1,together,0,1,West,0,0,0,1,0,0,0,0,0,7.0,top floor,0,0,1, Villamos   4   6   17   19   41   47   47B   48   49   56   56A   61    Metró   M4    Busz   6   15   33   53   58   114   133E   150   153   154   154B   212   213   214   7    Éjszakai   907   908   918   940   941   972   973   ,47.476864,19.051022,47.476864,19.051022,1111,11,154,27,3,36,16,9,5,20,0,0,28,92,0,0,126,0,8,481
2095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,66,828964, Bauer Sándor utca 5,5.0,-1,1,garden view,1,0,0,available,1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,BB,-1,6,not specified,házközponti egyedi méréssel,0,0,0,0,0,-1,separate and together too,1,0,Southeast,0,0,0,0,0,0,0,1,-1,9.14,-1,0,0,0, Villamos   28   28A   37   37A   4   62    Metró   M4    Busz   217E   99   ,47.492752,19.080605,47.492752,19.080605,1086,8,97,38,0,17,37,3,13,13,1,0,45,43,3,1,67,1,3,282
2096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,76,555696, Csíksomlyó utca,-1.0,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,2 + 1 half room,2,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,not specified,0,0,0,0,0,-1,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,-1,6.0,-1,0,0,0, Busz   30   122   126   126A   296   ,47.59608,19.1118,47.59608,19.1118,1048,4,7,4,0,0,1,0,1,0,0,0,0,0,0,0,70,0,3,71
2097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.99,76,589615, Drégely utca,3.0,-1,1,panoramic,0,1,0,available,1,not available,0,1 + 3 half room,1,3,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,-1,6,less than 3 m,central heating,0,0,0,0,1,0,separate and together too,1,0,North,1,0,0,0,0,0,0,0,0,4.0,no loft conversion,0,0,0, Villamos   2   24G   37   37A   4   51   51A   6   24    Busz   23   54   55   281    Éjszakai   918   923   979   979A   ,47.47665,19.07439,47.47665,19.07439,1097,9,118,35,1,21,17,4,8,12,2,0,16,16,3,2,49,0,3,122
2098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,48,498000, Szőlő utca,9.0,-1,1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,-1,10,less than 3 m,renewable energy,0,0,0,0,0,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,4.0,-1,0,0,0, Villamos   1    Busz   9   29   34   106   109   111   118   134   137   218   237   H5    Éjszakai   901   923   934   937   918   ,47.54041,19.037853,47.54041,19.037853,1032,3,49,35,2,13,18,1,6,17,1,2,50,28,1,1,95,0,10,252
2099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9,40,797500, Nefelejcs utca 5,0.0,-1,-1,garden view,1,0,0,not available,0,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,3,3 m or more,combination boiler,0,0,1,0,0,0,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,-1.0,no loft conversion,0,0,0, Villamos   24   24G    Metró   M2   M4    Busz   108E   112   133E   178   20E   5   30   230   30A   7   110   7E   8E    Éjszakai   908   931   956   990   973   907    Troli   73   74   76   78   79   80   80A   ,47.501835,19.083132,47.501835,19.083132,1078,7,105,19,3,24,23,2,9,10,1,0,31,34,5,1,40,1,2,173
2100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,35,591429, Széchenyi út,4.0,-1,1,panoramic,0,1,0,not available,0,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,4,less than 3 m,district heating,0,0,0,0,0,0,separate,1,0,not specified,0,0,0,0,0,0,0,0,0,-1.0,no loft conversion,0,0,0, Busz   5   224   225    Éjszakai   973   996   996A   ,47.54213,19.117374,47.54213,19.117374,1155,15,12,10,0,5,9,0,3,4,0,0,0,0,0,0,1,0,6,61
2101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,96,360643, Csörgőfa utca,2.0,-1,-1,garden view,1,0,0,available,1,not available,0,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,-1,5,not specified,central heating (metered),0,0,0,0,1,1,together,0,1,Northwest,0,0,0,0,0,1,0,0,-1,57.0,no loft conversion,0,0,0, Busz   166   182   254E   266   282E    Éjszakai   950   950A   ,47.4131,19.20446,47.4131,19.20446,1188,18,4,1,0,1,0,0,0,1,0,0,2,0,2,0,4,0,0,7
2102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,25,1196000, Nagy Ignác utca 16,6.0,-1,-1,garden view,1,0,0,available,1,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,6,3 m or more,central heating,0,0,0,0,1,-1,together,0,1,not specified,0,0,0,0,0,0,0,0,-1,-1.0,no loft conversion,0,0,0, Villamos   4   6    Metró   M3    Busz   6   9   15   91   115   191   291    Éjszakai   914   914A   923   931   934   950   950A   ,47.51071,19.052856,47.51071,19.052856,1055,5,312,19,2,56,27,12,13,4,6,5,29,106,3,6,47,3,4,203
