Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
1040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420563,2841.641892, Belső-Terézváros,148,3,-1,1,street view,0,0,1,available,1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,no,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,no,6 sqm,no loft conversion,-1,47.505077,19.058195,47.505077,19.058195,1065,6,640,37,5,93,33,28,48,15,4,5,36,116,2,4,54,3,10,238
1041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465000,3720.0, Kazinczy utca,125,5,-1,1,panoramic,0,1,0,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,no,10 sqm,not specified, Busz   108E   133E   5   7   110   112   178   8E    Éjszakai   973   916   956   990   908   907   931    Troli   74   ,47.49861,19.06234,47.49861,19.06234,1075,7,718,55,6,119,40,43,64,22,1,6,60,152,3,1,63,2,5,407
1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,4000.0, Széchenyi utca,30,7,-1,1,panoramic,0,1,0,available,1,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,7,less than 3 m,central heating,0,0,0,0,1,no,together,0,1,Southwest,0,0,0,0,0,0,1,0,no,-1,no loft conversion, Villamos   2    Metró   M2    Busz   15   16   105   115    Éjszakai   916   990    Hajó   D11   ,47.50271,19.04783,47.50271,19.04783,1054,5,385,20,5,70,15,37,25,14,1,7,19,109,1,1,41,2,4,259
1043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,2954.545455, Frankel Leó út,44,3,-1,1,street view,0,0,1,available,1,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,7,less than 3 m,central heating,0,0,0,0,1,no,separate,1,0,East,0,0,1,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   17   19   41    Busz   191   109   9    Éjszakai   923   934   960   ,47.518257,19.03649,47.518257,19.03649,1023,2,54,9,1,14,21,5,0,9,2,3,31,35,0,2,59,0,2,165
1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597939,5024.697479, Nádor utca,119,2,-1,-1,street view,0,0,1,available,1,-1,-1,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2    Busz   15   16   105   115    Éjszakai   916   990   ,47.50189,19.04884,47.50189,19.04884,1051,5,427,18,5,74,19,40,30,14,1,6,14,106,1,1,47,2,3,233
1045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242408,3068.455696, Ferenciek tere,79,2,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   47   49   48   47B    Metró   M2   M3    Busz   108E   5   110   112   133E   7   15   178   8E   9   115    Éjszakai   907   908   909   914   914A   916   950   956   973   979   979A   950A   990   931    Troli   74   ,47.49274000000001,19.05666,47.49274000000001,19.05666,1053,5,601,72,11,114,31,49,34,29,1,6,92,163,2,1,41,0,4,558
1046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387852,6060.1875, Gozsdu udvar,64,4,-1,-1,street view,0,0,1,available,1,-1,-1,3 room,3,0,mint,0,0,0,0,0,1,not specified,0,0,0,not specified,1,4,less than 3 m,central heating (metered),0,0,0,0,1,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   47   47B   48   49    Metró   M1    Busz   9   15   115   105    Éjszakai   909   914   914A   916   931   950   950A   979   979A   990    Troli   74   ,47.49836,19.059511,47.49836,19.059511,1075,7,808,51,5,144,32,45,66,23,0,6,55,167,3,0,63,3,6,449
1047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3000.0, Oktogon,60,2,-1,1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,4,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   4   6    Metró   M1    Busz   6   105    Éjszakai   923   979    Troli   70   73   76   78   ,47.50519,19.063026,47.50519,19.063026,1066,6,547,39,6,73,38,9,50,8,6,0,38,101,3,6,56,3,8,221
1048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,500.0, Csipke út 14,160,1,-1,-1,panoramic,0,1,0,not available,0,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,not specified,0,3,not specified,central heating,0,0,0,0,1,not specified,separate and together too,1,0,West,0,0,0,1,0,0,0,0,not specified,25 sqm,no loft conversion, Busz   128   155   ,47.508255,18.984434,47.508255,18.984434,1125,12,0,4,0,0,2,0,0,2,0,0,0,0,0,0,2,0,3,15
1049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193926,3878.52, Dózsa György út,50,1,-1,1,street view,0,0,1,not available,0,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,no,together,0,1,East,0,0,1,0,0,0,0,0,no,1 sqm,no loft conversion, Metró   M1    Busz   20E   30   105   230   30A    Éjszakai   979    Troli   72   75   79   ,47.51566,19.075470000000006,47.51566,19.075470000000006,1068,6,52,18,2,7,14,7,7,8,3,0,19,22,2,3,17,0,3,123
